Iteration,NB,SVM,LR
0,0.8936170212765957,0.9361702127659575,0.9787234042553191
1,0.8297872340425532,0.8936170212765957,0.9574468085106383
2,0.8297872340425532,0.8936170212765957,0.9148936170212766
3,0.7446808510638298,0.851063829787234,0.9361702127659575
4,0.8936170212765957,0.8723404255319149,0.9361702127659575
5,0.8936170212765957,0.9361702127659575,0.9787234042553191
6,0.7872340425531915,0.9148936170212766,0.9361702127659575
7,0.8085106382978723,0.8297872340425532,0.9148936170212766
8,0.9148936170212766,0.9361702127659575,0.9361702127659575
9,0.8297872340425532,0.8297872340425532,0.9361702127659575
10,0.8936170212765957,0.8936170212765957,0.9787234042553191
11,0.7021276595744681,0.8936170212765957,0.9574468085106383
12,0.851063829787234,0.851063829787234,0.9361702127659575
13,0.9148936170212766,0.8723404255319149,0.9574468085106383
14,0.8085106382978723,0.851063829787234,0.9148936170212766
15,0.7659574468085106,0.8297872340425532,0.8723404255319149
16,0.7021276595744681,0.8723404255319149,0.8723404255319149
17,0.7872340425531915,0.851063829787234,0.9574468085106383
18,0.8085106382978723,0.8936170212765957,0.9148936170212766
19,0.851063829787234,0.8723404255319149,0.8936170212765957
20,0.6808510638297872,0.9361702127659575,0.9574468085106383
21,0.6808510638297872,0.9148936170212766,0.9361702127659575
22,0.9361702127659575,0.8723404255319149,0.9574468085106383
23,0.9148936170212766,0.9148936170212766,0.9787234042553191
24,0.8297872340425532,0.8723404255319149,0.9574468085106383
25,0.8936170212765957,0.9148936170212766,0.9361702127659575
26,0.7872340425531915,0.8936170212765957,0.9148936170212766
27,0.723404255319149,0.851063829787234,0.9148936170212766
28,0.8723404255319149,0.9148936170212766,0.9361702127659575
29,0.6808510638297872,0.8723404255319149,0.9148936170212766
30,0.8723404255319149,0.8297872340425532,0.9361702127659575
31,0.7872340425531915,0.8723404255319149,0.9574468085106383
32,0.8936170212765957,0.8085106382978723,0.8936170212765957
33,0.8297872340425532,0.9361702127659575,0.9787234042553191
34,0.7021276595744681,0.851063829787234,0.9361702127659575
35,0.8723404255319149,0.8297872340425532,0.9148936170212766
36,0.9148936170212766,0.8085106382978723,0.9574468085106383
37,0.8936170212765957,0.8085106382978723,0.8936170212765957
38,0.8723404255319149,0.9361702127659575,0.9574468085106383
39,0.8297872340425532,0.8936170212765957,0.9148936170212766
40,0.8936170212765957,0.9574468085106383,0.9574468085106383
41,0.8723404255319149,0.9361702127659575,0.9787234042553191
42,0.851063829787234,0.8297872340425532,0.8723404255319149
43,0.8936170212765957,0.8723404255319149,0.9148936170212766
44,0.8723404255319149,0.8936170212765957,1.0
45,0.8936170212765957,0.851063829787234,0.8936170212765957
46,0.7021276595744681,0.9574468085106383,0.9787234042553191
47,0.851063829787234,0.8936170212765957,0.9148936170212766
48,0.9361702127659575,0.9148936170212766,0.9574468085106383
49,0.8085106382978723,0.7659574468085106,0.9148936170212766
